id	text	task	eventType
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/387fe1dfe55067eb29e1fd4116d37af3_7-female.wav	The battle raged from 2:30 to 4:00, with the Sandinistas being eventually driven back.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/387fe1dfe55067eb29e1fd4116d37af3_7-male.wav	The battle raged from 2:30 to 4:00, with the Sandinistas being eventually driven back.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c95e68565081126b5c949117e423695a_0-female.wav	The Battle of Leuthen was fought on 5 December 1757, at which Frederick the Great's Prussian army used maneuver and terrain to decisively defeat a much larger Austrian force commanded by Prince Charles of Lorraine and Count Leopold Joseph von Daun.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c95e68565081126b5c949117e423695a_0-male.wav	The Battle of Leuthen was fought on 5 December 1757, at which Frederick the Great's Prussian army used maneuver and terrain to decisively defeat a much larger Austrian force commanded by Prince Charles of Lorraine and Count Leopold Joseph von Daun.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c95e68565081126b5c949117e423695a_7-female.wav	Leuthen was the last battle at which Prince Charles commanded the Austrian Army, before his sister-in-law, Empress Maria Theresa, appointed him as governor of the Habsburg Netherlands and placed Leopold Joseph von Daun in command of the army.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c95e68565081126b5c949117e423695a_7-male.wav	Leuthen was the last battle at which Prince Charles commanded the Austrian Army, before his sister-in-law, Empress Maria Theresa, appointed him as governor of the Habsburg Netherlands and placed Leopold Joseph von Daun in command of the army.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c1ae08941a115c7d45e205724e5aa3be_34-female.wav	The siege continued through the summer, but in July and August Alfonso was leading forces in a place called Rocha Tallata or Rocathalada, possibly modern Peyrehorade.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/c1ae08941a115c7d45e205724e5aa3be_34-male.wav	The siege continued through the summer, but in July and August Alfonso was leading forces in a place called Rocha Tallata or Rocathalada, possibly modern Peyrehorade.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/5c2b32634deb09bf1c67e846cef14e44_0-female.wav	The First Taiwan Strait Crisis (also the Formosa Crisis, the 19541955 Taiwan Strait Crisis, the Offshore Islands Crisis, and the 1955 Taiwan Strait Crisis) was a brief armed conflict between the Communist People's Republic of China (PRC) and the Nationalist Republic of China (ROC) in Taiwan.	scenario	Hostile_encounter
/data1/kjq2/workplace/ContinualSpeechEE/Audio/MAVEN/5c2b32634deb09bf1c67e846cef14e44_0-male.wav	The First Taiwan Strait Crisis (also the Formosa Crisis, the 19541955 Taiwan Strait Crisis, the Offshore Islands Crisis, and the 1955 Taiwan Strait Crisis) was a brief armed conflict between the Communist People's Republic of China (PRC) and the Nationalist Republic of China (ROC) in Taiwan.	scenario	Hostile_encounter
