id	text	task	eventType
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-160036-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-223099-B-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-172734-A-36.wav	none	domestic	vacuum_cleaner
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-218199-G-35.wav	none	domestic	washing_machine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-84393-A-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-151273-A-35.wav	none	domestic	washing_machine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-233645-A-37.wav	none	domestic	clock_alarm
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-219318-A-31.wav	none	domestic	mouse_click
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-204777-C-39.wav	none	domestic	glass_breaking
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-210309-A-31.wav	none	domestic	mouse_click
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-260434-A-39.wav	none	domestic	glass_breaking
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-68734-A-34.wav	none	domestic	can_opening
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-219242-A-37.wav	none	domestic	clock_alarm
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-160036-B-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-159346-A-36.wav	none	domestic	vacuum_cleaner
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-143933-A-38.wav	none	domestic	clock_tick
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-146877-A-31.wav	none	domestic	mouse_click
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-102568-A-35.wav	none	domestic	washing_machine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-179984-A-38.wav	none	domestic	clock_tick
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-7321-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-61212-A-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-135469-A-35.wav	none	domestic	washing_machine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-244178-A-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-70367-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-107120-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-51805-C-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-88724-A-38.wav	none	domestic	clock_tick
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-207811-A-35.wav	none	domestic	washing_machine
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-81001-A-30.wav	none	domestic	door_wood_knock
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-101336-A-30.wav	none	domestic	door_wood_knock
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-187444-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-62594-A-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-144106-A-32.wav	none	domestic	keyboard_typing
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-181999-A-36.wav	none	domestic	vacuum_cleaner
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-173568-A-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/5-263902-A-36.wav	none	domestic	vacuum_cleaner
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/1-51805-G-33.wav	none	domestic	door_wood_creaks
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/4-191327-A-38.wav	none	domestic	clock_tick
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/2-78562-A-37.wav	none	domestic	clock_alarm
/data1/kjq2/workplace/ContinualSpeechEE/Audio/ESC-50/3-154378-A-30.wav	none	domestic	door_wood_knock
